发布时间,微博id,微博正文,原始图片url,微博视频url,发布工具,点赞数,转发数,评论数
8/2/20 18:32,Je4BwpwUm,【从书说起：正视朝鲜战争！对手再强大我们都不能选择投降！】#从书说起# #字节跳动同意剥离tiktok美国业务# 余老师说：我们应该直面鲜血淋漓的历史，看看那个年代的中国人是如何进行斗争的，再来一次，中国人也是不会选择投降的。我们曾经和美国打了平手，要记住这段历史，这是英雄的祖国，是我们生长的地方。英雄们浴血奋战，不是为了让后人来抹黑，更不是为了让权贵分子们摘取果实的。纪念，英雄！  观视频工作室的微博视频                                 ,无,无,公开课 · 视频社区,4313,1492,536
8/1/20 21:00,JdW9d5l1b,【陈平：美国财政部长问我国企改革要贴多少钱？我的回答让他下巴都要掉了】#国企改革# #眉山论剑# 陈老师复盘中国金融史第二战来了！陈老师这次给我们讲了他的亲身经历，克林顿时期的美国财政部长鲁本，他曾经也是高盛的一代掌舵人，询问了陈老师关于中国国企改革的成本问题...陈老师笑着告诉小勺子，他当时的回答啊！可让鲁本惊掉了下巴！那个年代，中国国企都有巨额债务负担，怎么解决呢？于是陈老师举了个中国国有银行上市的例子，中国国有银行可是短短几年就把美国银行们挤出榜单了～ 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,1073,443,150
8/1/20 19:18,JdVtJCn31,【郑戈：我与戴耀廷共事10年，说点香港法学界真实情况】#戴耀廷被港大开除# #一勺思想# 前几日，当年“非法占中三丑”、“港独军师”戴耀廷被香港大学开除！小勺子请来了上海交通大学郑戈老师来跟我们讲当时的细节。他曾在2004年-2014年期间与戴耀廷在港大法学院共事，据郑老师回忆，戴耀廷拿了美国NED民主基金会钱的事，大家其实都知道，但是“非法占中”事件暴发后，港大法学院的一些操作就让人匪夷所思了..... 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,1588,425,153
8/1/20 17:30,JdUMagjE6,【Munk Debate：西方的危机已经暴露，但中国的危机还在路上？】#张维为对谈牛津教授# #西式民主出现危机#张老师最近真的太喜欢辩论了！！爽快！这场辩论小勺子也在场，看辩论的时候心情就是：啊啊啊你说得不对！好生气！emm这个有道理！主持人还蛮有文化？蛮公正的？张老师说得太好了！解气！这场一个小时的辩论啥都谈了！从此次中西方抗疫模式的差异出发，探讨了台湾与统一的问题，辩论了西方民主模式是否真的遇到了危机！最近各位大佬都在线教学同学们如何对线，学起来！ http://t.cn/A6U4m1ae                                 ,无,无,微博 weibo.com,3784,2264,858
8/1/20 14:59,JdTMKeR0C,【预告】【#我们生长的地方#】#马前卒西安游#：“入 关”！小勺子给大家介绍马前卒同志的新节目！咱14亿中国人共享一套旅游目录，但是很少有人能把它的空白填满，马前卒工作室最新节目《我们生长的地方》带你看中国，连接你童年的梦想，每个中国人的家乡都是我们的目标，期待路上与你相遇！ 观视频工作室的微博视频                                 ,无,无,城市探索 · 视频社区,1428,335,250
7/31/20 22:13,JdNcygAdU,【温铁军：西方只教你怎么花钱，却把赚钱的门路抓得紧紧的】#温铁军# #发展中国家改革# 二战之后，全世界崛起了100多个国家，但是其中大部分都是殖民地的后代，只学了宗主国的那套政治制度，什么多党制呀、议会呀等等，但是却富裕不起来。这就像给了你一个屋顶，要让你造一整个房子呀？听完这些话..小勺子不禁想起了印度..非洲..南美等民主国家...害...深深感到惋惜... 观视频工作室的微博视频                                 ,无,无,公开课 · 视频社区,2951,1238,483
7/31/20 20:33,JdMxEEvEk,【睡前消息148：黄金储备比欧洲央行多，土耳其准备对抗三个常任理事国】#睡前消息# #土耳其狂买黄金#土耳其的央行今年倾尽外汇储备，购入了三倍于往常的黄金，成为全世界最大买家，其储备量也超过了欧洲央行。屯这么多黄金，是为了“过冬”吗？目前，土耳其同时进行着三场代理战争，得罪了包括美俄法在内的一众国家，经济与军事的寒冬都即将来临。督工认为，土耳其总理埃尔多安，已经被自己开发的民粹浪潮绑架，回不了头了…… 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,1960,381,209
7/31/20 18:25,JdLHNmmOU,【月底捞：1962年，印度为啥会有“大国梦”？】#一勺思想# #月底捞#本月小汤勺翘班，小叉子出道！七月的股市开着过山车向我们走来，印度老铁按耐不住冲动在边境挑起冲突，小叉子也学到了CIA的市场营销技巧，悟到了特朗普高深的艺术修养，并且学 以 致 用。七月！印度正式加入“大国领导人”评选！比赛开始！ 观视频工作室的微博视频【小叉子课代表】董悠悠：川普的手势艺术学   观视频工作室的微博视频林民旺：中印战争导火索  观视频工作室的微博视频贝淡宁 汪沛：正义等级论  观视频工作室的微博视频林民旺：中印领导人理念差异   观视频工作室的微博视频陈欣：中国高铁的资本运作 http://t.cn/A6yKcHGq林民旺：自卫反击战后的中印   http://t.cn/A6yWOyVV陈欣：阿里巴巴合伙人制度   http://t.cn/A6yntNFD董悠悠：美苏文化冷战   http://t.cn/A6yr0C3I                                 ,无,无,时事评论 · 视频社区,200,114,28
7/31/20 16:24,JdKUD97sY,【#这就是中国#】网上有人夸两党竞争的纠错机制，看问题还是表面了些#张维为# #李波# 观众提问环节 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/004jeFRqgx07FgMpVWpi01041200IEYb0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597622922&ssig=2JxfbirYwV&KID=unistore,video",微博 weibo.com,624,96,269
7/30/20 19:49,JdCPyACkT,【潘妮妮：#在日本的盛唐文化# ？日本真的比咱中国擅长保护传统文化吗？】#又见日本# 在各位同学强烈的呼声之下，潘妮妮老师来了（小勺子星星眼）！！说起日本，大家都会联想到那些古风建筑，似乎这些“唐代”建筑在日本被保护得很好，但是文化古都西安却找不到类似的建筑了...潘老师跟小勺子说，其实吧...她年轻的时候也信过“盛唐在日本”这个“神话”...直到她亲自去了日本.... 观视频工作室的微博视频                                 ,无,无,人文综合 · 视频社区,4516,2043,530
7/30/20 18:16,JdCduuZpZ,【#宁南山#：种子、农药和化肥都被欧美七巨头垄断了？中国：我有钞能力！】#中国打破欧美农化垄断#  @深圳宁南山 遥想当年，中国堂堂一个农业大国，农业的命脉竟然被欧美六大巨头牢牢掌控着，要种子得去欧美买，要农药也得去欧美买。这样下去可不是办法..既然买种子买农药都要花钱，这钱用来买下对方公司不就行了？于是...事情在2015年发生了转机，中国人来了...中国人带着“钞能力”走！来！了！ 观视频工作室的微博视频                                 ,无,无,深度报道 · 视频社区,1738,757,313
7/29/20 22:07,JduiLFyT9,【也说：漫展JK少女又上热搜？！二次元真的有色情原罪吗？】#漫展JK少女# #也说##老马##VLOG# 今天！也说特别版！老马今天拉着两位同事坐下来好好聊了聊最近的热搜事件！啥话题引战聊啥！比如JK服本身有没有问题啊？这个女孩的姿势本身有没有问题呀？二次元是不是打着色情擦边球啊？女性COS性感角色时候在想啥呀？动漫算不算日本文化入侵啊？哈哈哈哈提这些问题的小叉子今晚算是闯祸了！小勺子抱头走了，请弹幕温柔一点！ 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,1398,98,310
7/29/20 18:06,JdsJ3x9Al,【#张维为#对话BBC】#美国试图对华发起新冷战# ？可中国并不是苏联！BBC又来采访张老师了...这次主持人的提问紧紧围绕着中美关系，最近美国不仅下令关闭我们中国驻休斯敦总领馆，蓬佩奥还发表了高傲无理的演讲，表现得像一个冷战者...哎...小勺子觉得可能美国人不怎么懂成语吧，不然怎么老做“杀敌八百，自损一千”的勾当？ 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,2668,878,173
7/29/20 16:00,JdrU5ig4H,【张维为：有预测指出，特朗普即使输掉今年大选也会继续当总统】#这就是中国# #特朗普输掉大选也能连任# 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/001MnRGkgx07Fdz083Hy01041201jqMl0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1597622944&ssig=zpGHHngUZz&KID=unistore,video",微博 weibo.com,2430,569,481
7/28/20 20:30,JdkeYtGor,【睡前消息147：李光耀去世才几年，新加坡就要变天了？】#睡前消息# #马前卒施工队# #李光耀# #李显龙# #新加坡# 新加坡第十三届大选结束，人民行动党得票率达61.24%，占了差不多90%的议会席位。但马督工表示：属于李家的时代快要到头了！李家必须承诺放弃权力世袭，做出颠覆性政治改革，不然支持率会继续下滑，可能难保执政党地位.... 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,1855,392,374
7/28/20 18:26,JdjqQf8ea,【眉山论剑：又到了高考填志愿的时候，陈平老师给同学们提几个建议！】#准大学生你好# #给高考后的你两点建议# #眉山论剑# #陈平# #大专# 填志愿的同学们看过来啦！陈老师有话跟你们说，选专业可不能选热门！因为热门是昨天的成就，主流是今日的局限，边缘才是明日的机会！陈老师紧接着提出了几个他认为会是未来热门的专业方向...害，小勺子早点听到这些话多好... 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,3960,1162,550
7/28/20 15:51,JdipIuPhp,【这就是中国：以后大家碰到美国人谩骂中国，我建议用这三句话回敬！】#这就是中国# #张维为# 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/001hC8EEgx07FbXsqVHO0104120182rZ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1597622962&ssig=i435vknwP3&KID=unistore,video",公开课 · 视频社区,821,117,158
7/28/20 14:26,JdhRrAF3R,【预告：又见日本·第三弹】潘妮妮老师来了！ 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/000PjaJggx07FbRFhTtJ01041200eg8b0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597622963&ssig=EqJqZvIbkr&KID=unistore,video",微博 weibo.com,305,34,58
7/27/20 19:52,Jdazi0sii,【宁南山：2020年了，我们中国的军工产业能打得过欧美了吗？】上一集 @深圳宁南山 和我们一起回顾了中字头油气企业的技术实力。今天我们继续这个话题，看看其他的中企在白人霸权工业领域的表现。说到白人霸权，非常显著的领域就是军事工业。2020年来，南海军演..台湾局势...中美和中印摩擦都在升级，我们最关心的问题来了，我们中国的军工企业能与欧美抗衡了吗？ 观视频工作室的微博视频                                 ,无,无,时事评论 · 视频社区,1236,594,309
